NetAlan,Sehir,Ilce,Mahalle,Fiyat,OdaSayisi,SalonSayisi,BinaYasi,BalkonSayisi,SiteIcerisinde,KatTipi
200.0,Erzurum,Palandöken,Yıldızkent,4600000,4.0,1.0,5,1,1,Normal
160.0,Erzurum,Yakutiye,Terminal,2550000,3.0,1.0,21,2,0,Normal
135.0,Erzurum,Palandöken,Yenişehir,1350000,2.0,1.0,27,1,0,Normal
160.0,Erzurum,Yakutiye,İstasyon,5975000,3.0,1.0,2,1,0,Normal
95.0,Erzurum,Aziziye,Merkez,2700000,2.0,1.0,4,0,0,Normal
85.0,Erzurum,Yakutiye,Merkez,1390000,1.0,1.0,24,0,0,Normal
600.0,Erzurum,Aziziye,Merkez,6800000,3.0,1.0,26,2,0,Tripleks
145.0,Erzurum,Palandöken,Yenişehir,1750000,3.0,1.0,30,1,0,Normal
205.0,Erzurum,Palandöken,Yenişehir,1450000,3.0,1.0,28,2,0,Dubleks
99.0,Erzurum,Aziziye,Merkez,1385000,2.0,1.0,30,1,0,Normal
180.0,Erzurum,Palandöken,Yenişehir,2200000,3.0,1.0,27,1,0,Normal
160.0,Erzurum,Yakutiye,Terminal,2150000,3.0,1.0,29,1,0,Normal
185.0,Erzurum,Yakutiye,İstasyon,3730000,3.0,1.0,12,2,0,Dubleks
50.0,Erzurum,Palandöken,Yıldızkent,1630000,1.0,1.0,3,0,1,Normal
165.0,Erzurum,Palandöken,Yıldızkent,3280000,3.0,1.0,15,1,0,Normal
145.0,Erzurum,Yakutiye,İstasyon,1960000,3.0,1.0,28,2,0,Normal
185.0,Erzurum,Yakutiye,İstasyon,6440000,4.0,1.0,3,3,0,Dubleks
180.0,Erzurum,Palandöken,Yıldızkent,1800000,3.0,1.0,27,1,0,Dubleks
145.0,Erzurum,Palandöken,Yenişehir,1290000,3.0,1.0,30,1,0,Normal
165.0,Erzurum,Palandöken,Yıldızkent,2645000,3.0,1.0,24,1,0,Normal
120.0,Erzurum,Aziziye,Merkez,1950000,2.0,1.0,27,2,0,Normal
100.0,Erzurum,Yakutiye,İstasyon,1950000,2.0,1.0,17,2,0,Normal
55.0,Erzurum,Aziziye,Merkez,1600000,1.0,1.0,7,0,0,Normal
175.0,Erzurum,Palandöken,Yıldızkent,2198000,3.0,1.0,28,1,0,Normal
75.0,Erzurum,Yakutiye,İstasyon,1910000,2.0,1.0,9,1,0,Normal
185.0,Erzurum,Palandöken,Yıldızkent,3100000,4.0,1.0,24,1,0,Dubleks
165.0,Erzurum,Yakutiye,Terminal,2400000,3.0,1.0,27,1,0,Normal
100.0,Erzurum,Yakutiye,İstasyon,1950000,2.0,1.0,14,2,0,Normal
120.0,Erzurum,Aziziye,Merkez,2675000,3.0,1.0,17,1,0,Normal
185.0,Erzurum,Palandöken,Yıldızkent,5750000,4.0,1.0,2,1,1,Dubleks
135.0,Erzurum,Yakutiye,Merkez,1500000,3.0,1.0,27,1,0,Normal
230.0,Erzurum,Yakutiye,İstasyon,5020000,6.0,1.0,11,1,0,Tripleks
190.0,Erzurum,Aziziye,Merkez,3750000,4.0,1.0,19,2,1,Dubleks
135.0,Erzurum,Aziziye,Dadaşkent,2400000,2.0,1.0,19,2,1,Normal
160.0,Erzurum,Aziziye,Merkez,2790000,3.0,1.0,22,2,0,Normal
180.0,Erzurum,Palandöken,Yıldızkent,6250000,4.0,1.0,2,1,1,Normal
320.0,Erzurum,Aziziye,Merkez,6500000,5.0,1.0,23,2,0,Tripleks
55.0,Erzurum,Aziziye,Merkez,1850000,1.0,1.0,1,0,0,Normal
125.0,Erzurum,Palandöken,Yenişehir,2300000,3.0,1.0,20,1,0,Normal
175.0,Erzurum,Palandöken,Yıldızkent,2800000,3.0,1.0,24,1,0,Normal
220.0,Erzurum,Palandöken,Yıldızkent,3000000,4.0,1.0,26,1,0,Normal
160.0,Erzurum,Aziziye,Merkez,3150000,3.0,1.0,19,1,0,Normal
180.0,Erzurum,Yakutiye,Merkez,4250000,4.0,1.0,8,1,0,Dubleks
100.0,Erzurum,Palandöken,Yenişehir,650000,3.0,1.0,27,0,1,Normal
160.0,Erzurum,Palandöken,Yıldızkent,2160000,3.0,1.0,29,2,0,Normal
185.0,Erzurum,Aziziye,Merkez,2150000,4.0,1.0,30,1,1,Normal
190.0,Erzurum,Yakutiye,Lalapaşa,3500000,4.0,1.0,24,1,0,Normal
190.0,Erzurum,Palandöken,Yıldızkent,5250000,4.0,1.0,1,1,1,Dubleks
80.0,Erzurum,Palandöken,Yenişehir,1790000,2.0,1.0,13,0,0,Normal
175.0,Erzurum,Yakutiye,Terminal,2690000,3.0,1.0,30,1,0,Normal
140.0,Erzurum,Palandöken,Yıldızkent,1550000,3.0,1.0,29,1,0,Normal
150.0,Erzurum,Yakutiye,Lalapaşa,3235000,3.0,1.0,18,2,0,Normal
155.0,Erzurum,Yakutiye,Terminal,3050000,3.0,1.0,14,1,1,Normal
145.0,Erzurum,Yakutiye,Terminal,3300000,3.0,1.0,4,2,1,Normal
135.0,Erzurum,Palandöken,Yenişehir,3750000,3.0,1.0,3,1,1,Normal
140.0,Erzurum,Yakutiye,Merkez,3900000,3.0,1.0,0,1,1,Normal
48.0,Erzurum,Aziziye,Merkez,1575000,1.0,1.0,2,0,1,Normal
111.0,Erzurum,Yakutiye,Terminal,2300000,2.0,1.0,12,2,0,Normal
170.0,Erzurum,Palandöken,Yıldızkent,4650000,4.0,1.0,2,1,1,Normal
155.0,Erzurum,Palandöken,Yıldızkent,3725000,3.0,1.0,7,1,1,Normal
95.0,Erzurum,Palandöken,Yenişehir,750000,2.0,1.0,29,0,1,Normal
200.0,Erzurum,Yakutiye,Lalapaşa,4250000,4.0,1.0,11,2,1,Dubleks
255.0,Erzurum,Yakutiye,İstasyon,6000000,4.0,1.0,9,1,0,Normal
175.0,Erzurum,Palandöken,Yıldızkent,2650000,3.0,1.0,28,2,0,Normal
165.0,Erzurum,Yakutiye,Terminal,2790000,3.0,1.0,19,2,0,Normal
195.0,Erzurum,Palandöken,Yıldızkent,4650000,4.0,1.0,5,1,1,Dubleks
150.0,Erzurum,Yakutiye,Terminal,2875000,3.0,1.0,16,2,0,Normal
90.0,Erzurum,Aziziye,Merkez,4250000,2.0,1.0,0,0,1,Normal
55.0,Erzurum,Aziziye,Merkez,1650000,1.0,1.0,1,0,0,Normal
125.0,Erzurum,Aziziye,Merkez,2800000,3.0,0.0,12,0,0,Normal
125.0,Erzurum,Yakutiye,Terminal,2700000,2.0,1.0,13,1,0,Normal
115.0,Erzurum,Aziziye,Merkez,2180000,3.0,1.0,25,0,0,Normal
150.0,Erzurum,Yakutiye,İstasyon,1425000,3.0,1.0,26,1,0,Normal
60.0,Erzurum,Palandöken,Yıldızkent,1950000,1.0,1.0,0,0,1,Normal
130.0,Erzurum,Aziziye,Merkez,1470000,3.0,1.0,28,1,0,Normal
160.0,Erzurum,Yakutiye,Terminal,2125000,3.0,1.0,30,1,0,Normal
143.0,Erzurum,Yakutiye,Terminal,3375000,3.0,1.0,7,2,0,Normal
160.0,Erzurum,Aziziye,Merkez,1029000,3.0,1.0,28,2,0,Normal
120.0,Erzurum,Palandöken,Yenişehir,910000,3.0,1.0,29,2,0,Normal
200.0,Erzurum,Palandöken,Yıldızkent,5750000,4.0,1.0,1,2,0,Dubleks
175.0,Erzurum,Yakutiye,Terminal,3100000,3.0,1.0,23,1,0,Dubleks
120.0,Erzurum,Yakutiye,Yağan,1135000,3.0,1.0,26,1,0,Normal
110.0,Erzurum,Horasan,Bağbaşı,1750000,2.0,1.0,11,1,0,Normal
170.0,Erzurum,Yakutiye,İstasyon,5325000,3.0,1.0,2,2,0,Normal
190.0,Erzurum,Palandöken,Yıldızkent,2960000,3.0,1.0,28,1,0,Dubleks
134.0,Erzurum,Yakutiye,İstasyon,4350000,3.0,1.0,3,0,0,Normal
120.0,Erzurum,Aziziye,Merkez,2500000,3.0,1.0,16,1,0,Normal
250.0,Erzurum,Palandöken,Yıldızkent,7000000,5.0,1.0,1,2,1,Dubleks
165.0,Erzurum,Yakutiye,Yağan,3720000,4.0,1.0,15,2,0,Normal
145.0,Erzurum,Palandöken,Yıldızkent,3650000,3.0,1.0,9,2,1,Normal
100.0,Hakkari,Yüksekova,Diğer,2050000,2.0,1.0,10,1,0,Normal
150.0,Hakkari,Yüksekova,Diğer,1950000,3.0,1.0,24,2,0,Normal
195.0,Hakkari,Yüksekova,Diğer,2500000,3.0,1.0,25,2,0,Dubleks
180.0,Hakkari,Merkez,Artvin,3450000,3.0,1.0,20,1,1,Dubleks
227.0,Hakkari,Yüksekova,Diğer,4200000,3.0,1.0,9,1,0,Normal
160.0,Hakkari,Yüksekova,Diğer,2500000,3.0,1.0,14,1,0,Normal
180.0,Hakkari,Yüksekova,Diğer,4500000,3.0,1.0,3,2,1,Dubleks
113.0,Hakkari,Yüksekova,Diğer,1850000,2.0,1.0,13,1,0,Normal
145.0,Hakkari,Yüksekova,Diğer,2200000,3.0,1.0,11,1,0,Normal
78.0,Hakkari,Yüksekova,Diğer,2740000,1.0,1.0,0,0,1,Normal
200.0,Hakkari,Yüksekova,Diğer,3280000,2.0,1.0,11,2,0,Dubleks
86.0,Hakkari,Yüksekova,Diğer,1270000,1.0,1.0,24,0,0,Normal
118.0,Hakkari,Yüksekova,Diğer,1450000,2.0,1.0,26,1,0,Normal
62.0,Hakkari,Yüksekova,Diğer,1150000,1.0,1.0,7,0,1,Normal
350.0,Hakkari,Yüksekova,Diğer,2100000,3.0,2.0,29,1,0,Tripleks
195.0,Hakkari,Yüksekova,Diğer,1890000,3.0,1.0,28,2,0,Dubleks
180.0,Hatay,İskenderun,Sanayi,5200000,3.0,1.0,6,1,1,Dubleks
110.0,Hatay,İskenderun,Cumhuriyet,3300000,3.0,1.0,6,1,1,Normal
110.0,Hatay,Defne,Merkez,3750000,3.0,1.0,2,1,0,Normal
135.0,Hatay,Belen,Köyler,3050000,3.0,1.0,6,2,0,Normal
160.0,Hatay,Antakya,Merkez,2500000,3.0,1.0,28,1,0,Normal
119.0,Hatay,Arsuz,Merkez,4500000,3.0,1.0,7,1,0,Normal
185.0,Hatay,İskenderun,Meydan,5200000,3.0,1.0,10,1,1,Dubleks
142.0,Hatay,Antakya,Merkez,2750000,3.0,1.0,14,1,0,Normal
135.0,Hatay,İskenderun,Sanayi,3435000,3.0,1.0,11,1,0,Normal
180.0,Hatay,Reyhanlı,Diğer,1750000,4.0,1.0,19,2,0,Normal
140.0,Hatay,İskenderun,Cumhuriyet,5650000,3.0,1.0,1,1,0,Normal
65.0,Hatay,Antakya,Merkez,1750000,1.0,1.0,5,0,1,Normal
150.0,Hatay,Antakya,Merkez,2700000,3.0,1.0,24,2,0,Normal
70.0,Hatay,Arsuz,Merkez,3250000,2.0,1.0,2,1,0,Normal
180.0,Hatay,Reyhanlı,Diğer,1800000,4.0,1.0,19,2,0,Dubleks
300.0,Hatay,Samandağ,Karaçay,1675000,5.0,1.0,29,2,0,Tripleks
170.0,Hatay,İskenderun,Sanayi,3590000,3.0,1.0,22,1,0,Normal
150.0,Hatay,Arsuz,Merkez,3150000,3.0,1.0,29,2,0,Normal
170.0,Hatay,İskenderun,Meydan,3400000,3.0,1.0,22,1,1,Normal
165.0,Hatay,İskenderun,Meydan,3450000,3.0,1.0,23,1,1,Normal
151.0,Hatay,Arsuz,Merkez,4500000,3.0,1.0,14,2,0,Normal
120.0,Hatay,İskenderun,Merkez,2400000,3.0,1.0,23,2,0,Normal
130.0,Hatay,Dörtyol,Yeşilköy,2625000,3.0,1.0,24,1,0,Normal
235.0,Hatay,İskenderun,Denizciler,5000000,4.0,1.0,24,2,0,Normal
70.0,Hatay,Antakya,Merkez,1389000,2.0,1.0,16,1,0,Normal
100.0,Hatay,Arsuz,Merkez,5700000,3.0,1.0,1,2,1,Normal
50.0,Hatay,Antakya,Merkez,1050000,1.0,1.0,16,0,0,Normal
200.0,Hatay,Reyhanlı,Diğer,2600000,4.0,1.0,11,1,0,Dubleks
280.0,Hatay,Defne,Merkez,3800000,4.0,1.0,27,2,0,Normal
190.0,Hatay,Reyhanlı,Diğer,1850000,3.0,1.0,20,1,0,Dubleks
165.0,Hatay,Reyhanlı,Diğer,1800000,3.0,1.0,22,2,0,Normal
180.0,Hatay,Arsuz,Merkez,3500000,3.0,1.0,28,2,0,Normal
190.0,Hatay,İskenderun,Meydan,4250000,3.0,1.0,11,2,1,Normal
175.0,Hatay,Arsuz,Merkez,4000000,3.0,1.0,28,2,0,Dubleks
125.0,Hatay,Arsuz,Merkez,3500000,3.0,1.0,16,2,0,Normal
310.0,Hatay,Defne,Merkez,7500000,6.0,3.0,16,1,0,Tripleks
210.0,Hatay,Arsuz,Merkez,5500000,3.5,1.0,24,1,0,Normal
200.0,Hatay,Arsuz,Merkez,2400000,4.0,1.0,29,2,0,Dubleks
160.0,Hatay,Antakya,Merkez,3750000,3.0,1.0,7,2,1,Normal
160.0,Hatay,İskenderun,Meydan,3500000,3.0,1.0,24,1,0,Normal
160.0,Hatay,Hassa,Akbez,1700000,3.0,1.0,28,1,0,Normal
190.0,Hatay,Payas,Merkez,3100000,3.0,1.0,25,1,1,Dubleks
392.0,Hatay,Kırıkhan,Kurtlusoğuksu,1820000,3.0,1.0,28,1,0,Tripleks
230.0,Hatay,Defne,Merkez,4150000,3.0,1.0,20,1,1,Dubleks
165.0,Hatay,İskenderun,Sanayi,2400000,3.0,1.0,27,1,1,Normal
130.0,Hatay,İskenderun,Merkez,2650000,2.0,1.0,20,1,1,Normal
130.0,Hatay,Kırıkhan,Köyler,1910000,3.0,1.0,25,1,0,Normal
223.0,Hatay,Samandağ,Yaylıca,3500000,4.0,1.0,21,1,0,Dubleks
95.0,Hatay,Kırıkhan,Köyler,2050000,2.0,1.0,7,0,1,Normal
62.0,Hatay,Antakya,Merkez,1495000,2.0,1.0,5,0,0,Normal
300.0,Hatay,Antakya,Merkez,2450000,4.0,2.0,29,2,0,Dubleks
125.0,Hatay,İskenderun,Sanayi,2850000,2.0,1.0,15,1,0,Normal
100.0,Hatay,Arsuz,Merkez,2799000,2.0,1.0,12,1,1,Normal
165.0,Hatay,Arsuz,Merkez,4100000,3.0,1.0,22,1,0,Normal
220.0,Hatay,Hassa,Akbez,3450000,3.0,1.0,22,1,0,Dubleks
115.0,Hatay,İskenderun,Sanayi,3100000,2.0,1.0,15,0,0,Normal
120.0,Hatay,Arsuz,Merkez,3950000,2.0,1.0,14,2,0,Normal
110.0,Hatay,Dörtyol,Kuzuculu,2070000,2.0,1.0,20,1,0,Normal
165.0,Hatay,Belen,Köyler,2250000,3.0,1.0,26,1,1,Normal
160.0,Hatay,İskenderun,Sanayi,4250000,3.0,1.0,18,2,1,Normal
110.0,Hatay,Dörtyol,Yeşilköy,1900000,2.0,1.0,29,1,0,Normal
150.0,Hatay,İskenderun,Meydan,3300000,3.0,1.0,24,2,0,Normal
250.0,Hatay,İskenderun,Sanayi,6500000,3.0,1.0,14,2,0,Normal
165.0,Hatay,Arsuz,Merkez,3800000,3.0,1.0,30,2,0,Normal
165.0,Hatay,Kırıkhan,Köyler,2600000,3.0,1.0,23,2,0,Normal
155.0,Hatay,İskenderun,Merkez,2250000,3.0,1.0,27,1,0,Normal
165.0,Hatay,Kırıkhan,Kurtlusoğuksu,2750000,3.0,1.0,18,1,0,Normal
146.0,Hatay,Altınözü,Hacıpaşa,3925000,3.0,1.0,0,2,1,Normal
250.0,Hatay,Belen,Köyler,3800000,3.0,1.0,22,1,0,Dubleks
130.0,Hatay,Defne,Merkez,2575000,3.0,1.0,20,1,0,Normal
175.0,Hatay,Reyhanlı,Diğer,2000000,3.0,1.0,16,1,0,Normal
193.0,Hatay,Arsuz,Merkez,7490000,3.0,1.0,10,2,1,Dubleks
100.0,Hatay,Belen,Köyler,1900000,2.0,1.0,12,1,0,Normal
180.0,Hatay,İskenderun,Köyler,3750000,2.0,1.0,22,1,0,Normal
110.0,Hatay,Dörtyol,Kuzuculu,2100000,3.0,1.0,23,1,0,Normal
200.0,Hatay,Belen,Köyler,4800000,3.0,1.0,7,1,1,Dubleks
175.0,Hatay,İskenderun,Sanayi,4500000,3.0,1.0,13,1,0,Dubleks
170.0,Hatay,Arsuz,Merkez,4900000,3.0,1.0,12,1,0,Normal
360.0,Hatay,Dörtyol,Kuzuculu,10500000,4.0,2.0,5,1,0,Tripleks
140.0,Hatay,Reyhanlı,Diğer,1275000,2.0,1.0,28,2,0,Normal
90.0,Hatay,İskenderun,Cumhuriyet,2230000,2.0,1.0,17,0,0,Normal
175.0,Hatay,İskenderun,Meydan,3250000,3.0,1.0,27,1,0,Dubleks
120.0,Hatay,Arsuz,Merkez,2450000,3.0,1.0,28,1,0,Normal
110.0,Hatay,Arsuz,Merkez,3370000,3.0,1.0,18,2,0,Normal
150.0,Hatay,İskenderun,Meydan,3800000,3.0,1.0,16,1,0,Normal
125.0,Hatay,İskenderun,Cumhuriyet,3425000,3.0,1.0,6,1,0,Normal
350.0,Hatay,Defne,Merkez,3500000,2.0,1.0,26,1,0,Tripleks
180.0,Hatay,Dörtyol,Köyler,5500000,4.0,1.0,2,2,0,Normal
100.0,Hatay,Arsuz,Merkez,4250000,2.0,1.0,3,2,1,Normal
100.0,Hatay,Erzin,Diğer,3550000,2.0,1.0,2,1,0,Normal
60.0,Hatay,Antakya,Merkez,900000,1.0,1.0,28,0,0,Normal
70.0,Hatay,Reyhanlı,Diğer,485000,2.0,1.0,30,0,1,Normal
155.0,Hatay,Kırıkhan,Kurtlusoğuksu,2400000,3.0,1.0,24,2,0,Normal
147.0,Hatay,İskenderun,Meydan,4400000,3.0,1.0,7,1,0,Normal
135.0,Hatay,İskenderun,Denizciler,2800000,3.0,1.0,24,2,0,Normal
170.0,Hatay,İskenderun,Cumhuriyet,2800000,3.0,1.0,26,1,1,Normal
160.0,Hatay,Arsuz,Merkez,5900000,3.0,1.0,5,2,0,Normal
100.0,Hatay,Defne,Merkez,1700000,2.0,1.0,25,1,0,Normal
150.0,Hatay,Defne,Merkez,3400000,3.0,1.0,16,1,0,Normal
145.0,Hatay,Belen,Köyler,2750000,3.0,1.0,13,1,0,Normal
145.0,Hatay,Reyhanlı,Diğer,1950000,3.0,1.0,10,3,0,Normal
142.0,Hatay,Antakya,Merkez,2800000,3.0,1.0,11,2,0,Normal
180.0,Hatay,Antakya,Merkez,4850000,3.0,1.0,5,2,0,Normal
250.0,Hatay,Belen,Köyler,2850000,4.0,1.0,27,2,0,Normal
160.0,Hatay,Antakya,Merkez,2800000,3.0,1.0,25,2,0,Normal
120.0,Hatay,Dörtyol,Köyler,3500000,3.0,1.0,4,2,0,Normal
165.0,Hatay,Defne,Merkez,2600000,3.0,1.0,28,1,0,Normal
185.0,Hatay,İskenderun,Karayılan,2350000,3.0,1.0,30,1,0,Dubleks
170.0,Hatay,Reyhanlı,Diğer,2250000,3.0,1.0,12,2,1,Normal
150.0,Hatay,Defne,Merkez,3600000,3.0,1.0,13,1,0,Normal
300.0,Hatay,İskenderun,Cumhuriyet,7500000,4.0,1.0,15,1,0,Tripleks
155.0,Hatay,Dörtyol,Köyler,3950000,3.0,1.0,10,2,0,Normal
320.0,Hatay,İskenderun,Cumhuriyet,6500000,5.0,2.0,19,2,0,Tripleks
165.0,Hatay,Reyhanlı,Diğer,2350000,3.0,1.0,9,2,1,Normal
270.0,Hatay,Arsuz,Merkez,7750000,3.0,1.0,11,1,0,Normal
200.0,Hatay,İskenderun,Cumhuriyet,2450000,3.0,1.0,27,1,0,Normal
155.0,Hatay,Defne,Merkez,3500000,3.0,1.0,18,1,0,Normal
140.0,Hatay,Antakya,Merkez,1950000,3.0,1.0,30,2,0,Normal
187.0,Hatay,Samandağ,Karaçay,3200000,3.0,1.0,15,1,0,Normal
200.0,Hatay,Antakya,Merkez,1100000,3.0,1.0,27,1,0,Dubleks
125.0,Hatay,İskenderun,Denizciler,2000000,3.0,1.0,29,1,0,Normal
185.0,Hatay,İskenderun,Cumhuriyet,5200000,3.0,1.0,8,1,1,Dubleks
75.0,Hatay,Arsuz,Merkez,5000000,2.0,1.0,0,1,0,Normal
120.0,Hatay,İskenderun,Cumhuriyet,4200000,3.0,1.0,3,1,0,Normal
120.0,Hatay,Kırıkhan,Kurtlusoğuksu,2350000,2.0,1.0,10,2,0,Normal
186.0,Hatay,Arsuz,Merkez,8600000,3.0,1.0,2,1,1,Dubleks
160.0,Hatay,İskenderun,Cumhuriyet,2990000,3.0,1.0,26,1,0,Normal
156.0,Hatay,Altınözü,Köyler,3000000,3.0,1.0,14,2,0,Normal
60.0,Hatay,Yayladağı,Diğer,1325000,1.0,1.0,16,0,0,Normal
184.0,Hatay,Erzin,Diğer,4750000,3.0,1.0,9,1,1,Dubleks
155.0,Hatay,İskenderun,Cumhuriyet,4250000,3.0,1.0,10,2,1,Normal
170.0,Hatay,Kırıkhan,Köyler,3150000,3.0,1.0,14,2,1,Normal
120.0,Hatay,Belen,Köyler,2350000,2.0,1.0,12,1,0,Normal
155.0,Hatay,Payas,Merkez,3050000,3.0,1.0,14,1,0,Normal
188.0,Hatay,İskenderun,Cumhuriyet,3000000,3.0,1.0,28,1,0,Normal
150.0,Hatay,Arsuz,Merkez,3800000,3.0,1.0,23,2,0,Normal
185.0,Hatay,Reyhanlı,Diğer,2450000,3.0,1.0,18,1,0,Normal
400.0,Hatay,Dörtyol,Kuzuculu,2600000,5.0,2.0,27,2,1,Dubleks
124.0,Hatay,Kırıkhan,Kurtlusoğuksu,2550000,3.0,1.0,7,1,0,Normal
180.0,Hatay,Dörtyol,Yeşilköy,5350000,4.0,1.0,0,2,0,Normal
188.0,Hatay,Reyhanlı,Diğer,2600000,3.0,1.0,5,1,0,Normal
170.0,Hatay,Hassa,Ardıçlı,2850000,3.0,1.0,15,2,0,Normal
145.0,Hatay,İskenderun,Sanayi,3450000,3.0,1.0,11,1,0,Normal
170.0,Hatay,Antakya,Merkez,3949000,4.0,1.0,5,1,0,Normal
175.0,Hatay,Dörtyol,Kuzuculu,3250000,3.0,1.0,22,1,0,Dubleks
159.0,Hatay,İskenderun,Meydan,3600000,4.0,1.0,11,2,0,Normal
90.0,Hatay,İskenderun,Meydan,3000000,2.0,1.0,0,0,0,Normal
145.0,Hatay,İskenderun,Beldeler,2650000,3.0,1.0,27,2,0,Normal
95.0,Hatay,Antakya,Merkez,1490000,2.0,1.0,26,1,0,Normal
152.0,Hatay,Belen,Köyler,4475000,3.0,1.0,0,2,1,Normal
180.0,Hatay,İskenderun,Cumhuriyet,22500000,4.0,1.0,2,1,1,Normal
138.0,Hatay,Defne,Merkez,2550000,2.0,1.0,20,2,1,Normal
150.0,Hatay,İskenderun,Cumhuriyet,6500000,2.0,1.0,1,1,0,Normal
200.0,Hatay,Antakya,Merkez,2325000,4.0,1.0,29,2,0,Normal
50.0,Hatay,İskenderun,Meydan,1750000,1.0,1.0,2,0,0,Normal
200.0,Hatay,Dörtyol,Yeşilköy,6000000,3.0,1.0,1,1,1,Dubleks
160.0,Hatay,İskenderun,Cumhuriyet,3750000,3.0,1.0,15,1,1,Normal
175.0,Hatay,Antakya,Merkez,7400000,3.0,1.0,1,2,0,Dubleks
330.0,Hatay,Arsuz,Merkez,20000000,6.0,1.0,0,1,0,Tripleks
100.0,Hatay,Erzin,Diğer,2650000,2.0,1.0,8,1,1,Normal
150.0,Hatay,Kırıkhan,Köyler,2950000,3.0,1.0,10,2,0,Normal
105.0,Hatay,İskenderun,Merkez,1525000,2.0,1.0,26,2,1,Normal
130.0,Hatay,Antakya,Merkez,4400000,3.0,1.0,3,1,1,Normal
140.0,Hatay,Erzin,Diğer,2400000,3.0,1.0,24,2,1,Normal
120.0,Hatay,Payas,Merkez,2040000,2.0,1.0,24,1,0,Normal
115.0,Hatay,Arsuz,Merkez,4600000,2.0,1.0,0,2,1,Normal
96.0,Hatay,Samandağ,Yaylıca,1750000,2.0,1.0,17,0,1,Normal
155.0,Hatay,Antakya,Merkez,5230000,3.0,1.0,2,2,1,Normal
180.0,Hatay,İskenderun,Meydan,3649000,3.0,1.0,23,1,1,Dubleks
65.0,Hatay,Antakya,Merkez,1950000,2.0,1.0,0,0,1,Normal
150.0,Hatay,Arsuz,Merkez,2850000,3.0,1.0,26,1,0,Normal
149.0,Hatay,İskenderun,Cumhuriyet,3500000,3.0,1.0,15,2,0,Normal
90.0,Hatay,Arsuz,Merkez,4100000,2.0,1.0,2,1,1,Normal
100.0,Hatay,Kırıkhan,Köyler,2900000,2.0,1.0,2,1,0,Normal
140.0,Hatay,Arsuz,Merkez,7500000,2.0,1.0,2,1,1,Normal
220.0,Hatay,İskenderun,Cumhuriyet,8500000,4.5,1.0,1,2,1,Dubleks
175.0,Hatay,İskenderun,Meydan,6320000,3.0,1.0,1,2,0,Dubleks
180.0,Hatay,İskenderun,Meydan,4300000,3.0,1.0,18,1,0,Dubleks
155.0,Hatay,İskenderun,Merkez,3450000,3.0,1.0,23,2,0,Normal
165.0,Hatay,Dörtyol,Köyler,3250000,3.0,1.0,22,2,1,Normal
140.0,Hatay,Antakya,Merkez,3750000,3.0,1.0,7,1,0,Normal
160.0,Hatay,Antakya,Merkez,3975000,3.0,1.0,9,1,1,Normal
110.0,Hatay,Antakya,Merkez,3000000,2.0,1.0,0,2,0,Normal
155.0,Hatay,Erzin,Diğer,2500000,3.0,1.0,20,2,0,Normal
147.0,Hatay,Kırıkhan,Kurtlusoğuksu,2500000,3.0,1.0,17,2,0,Normal
175.0,Hatay,Antakya,Merkez,6950000,3.0,1.0,2,1,0,Dubleks
170.0,Hatay,İskenderun,Sanayi,4319000,3.0,1.0,16,2,0,Normal
100.0,Hatay,Yayladağı,Diğer,1900000,2.0,1.0,24,2,0,Normal
120.0,Hatay,Defne,Merkez,2350000,3.0,1.0,25,1,0,Normal
290.0,Hatay,Arsuz,Merkez,5750000,4.0,1.0,26,1,0,Tripleks
128.0,Hatay,İskenderun,Sanayi,3350000,2.0,1.0,12,0,0,Normal
160.0,Hatay,İskenderun,Sanayi,3550000,3.0,1.0,23,1,0,Normal
85.0,Hatay,İskenderun,Denizciler,1950000,2.0,1.0,12,1,0,Normal
130.0,Hatay,Dörtyol,Yeşilköy,2630000,2.0,1.0,25,1,0,Normal
130.0,Hatay,Erzin,Diğer,2500000,2.0,1.0,16,2,0,Normal
110.0,Hatay,Arsuz,Merkez,5000000,2.0,1.0,0,2,0,Normal
84.0,Hatay,Arsuz,Merkez,3700000,2.0,1.0,0,0,0,Normal
280.0,Hatay,Arsuz,Merkez,5750000,4.0,1.0,26,1,0,Dubleks
260.0,Hatay,Defne,Merkez,5000000,4.0,1.0,25,3,0,Dubleks
200.0,Hatay,Reyhanlı,Diğer,2490000,4.0,1.0,18,2,0,Dubleks
160.0,Hatay,Arsuz,Merkez,3980000,3.0,1.0,20,1,0,Normal
100.0,Hatay,Antakya,Merkez,2250000,2.0,1.0,15,1,0,Normal
90.0,Hatay,Defne,Merkez,1390000,2.0,1.0,27,0,0,Normal
161.0,Hatay,Payas,Merkez,3000000,3.0,1.0,18,2,0,Normal
155.0,Hatay,İskenderun,Denizciler,3000000,3.0,1.0,23,1,0,Normal
105.0,Hatay,İskenderun,Cumhuriyet,2850000,3.0,1.0,10,1,1,Normal
256.0,Hatay,Kırıkhan,Köyler,4300000,4.0,1.0,13,1,0,Dubleks
100.0,Hatay,Arsuz,Merkez,3000000,2.0,1.0,18,0,0,Normal
140.0,Hatay,Samandağ,Yaylıca,2750000,3.0,1.0,6,2,0,Normal
101.0,Hatay,Payas,Merkez,2400000,2.0,1.0,4,1,1,Normal
160.0,Hatay,Defne,Merkez,2750000,3.0,1.0,19,1,1,Normal
110.0,Hatay,İskenderun,Cumhuriyet,2500000,3.0,1.0,16,1,0,Normal
