NetAlan,Sehir,Ilce,Mahalle,Fiyat,OdaSayisi,SalonSayisi,BinaYasi,BalkonSayisi,SiteIcerisinde,KatTipi
140.0,Artvin,Hopa,Diğer,1375000,3.0,1.0,26,1,0,Normal
137.0,Artvin,Borçka,Diğer,3100000,3.0,1.0,8,3,1,Normal
150.0,Artvin,Hopa,Diğer,2350000,4.0,1.0,26,2,0,Normal
140.0,Artvin,Kemalpaşa,Merkez,5100000,3.0,1.0,2,1,0,Normal
155.0,Artvin,Arhavi,Diğer,4300000,3.0,1.0,0,2,0,Normal
50.0,Artvin,Merkez,Artvin,1850000,1.0,1.0,0,0,1,Normal
135.0,Artvin,Arhavi,Diğer,1575000,3.0,1.0,27,1,0,Normal
100.0,Artvin,Murgul,Göktaş,1150000,2.0,1.0,11,2,0,Normal
130.0,Artvin,Arhavi,Diğer,7200000,5.0,2.0,2,1,0,Dubleks
150.0,Artvin,Hopa,Diğer,3350000,3.0,1.0,20,1,1,Normal
140.0,Artvin,Merkez,Yenisanayi,3150000,3.0,1.0,17,1,0,Normal
120.0,Artvin,Hopa,Diğer,2850000,2.0,1.0,20,1,1,Normal
150.0,Artvin,Arhavi,Diğer,2150000,3.0,1.0,28,1,0,Normal
120.0,Artvin,Merkez,Artvin,2640000,2.0,1.0,18,2,0,Normal
100.0,Artvin,Murgul,Göktaş,1200000,2.0,1.0,16,1,0,Normal
55.0,Artvin,Merkez,Artvin,1950000,1.0,1.0,3,0,1,Normal
120.0,Artvin,Şavşat,Veliköy,2650000,2.0,1.0,27,1,0,Normal
155.0,Artvin,Arhavi,Diğer,2870000,3.0,1.0,11,1,0,Normal
175.0,Artvin,Arhavi,Diğer,1100000,3.0,1.0,29,2,0,Dubleks
145.0,Artvin,Arhavi,Diğer,3575000,3.0,1.0,9,2,0,Normal
135.0,Artvin,Borçka,Diğer,2750000,3.0,1.0,15,1,0,Normal
136.0,Artvin,Merkez,Artvin,3900000,3.0,1.0,5,1,0,Normal
165.0,Artvin,Arhavi,Diğer,7400000,3.0,2.0,2,1,1,Dubleks
160.0,Artvin,Murgul,Göktaş,3150000,3.0,1.0,1,1,0,Normal
55.0,Artvin,Hopa,Diğer,2600000,1.0,1.0,3,0,1,Normal
110.0,Artvin,Ardanuç,Köyler,1500000,3.0,1.0,23,1,0,Normal
175.0,Artvin,Borçka,Diğer,5000000,3.0,1.0,0,2,1,Normal
163.0,Artvin,Hopa,Diğer,1100000,3.0,1.0,29,1,0,Normal
135.0,Artvin,Borçka,Diğer,3285000,3.0,1.0,7,1,1,Normal
155.0,Artvin,Hopa,Diğer,3800000,3.0,1.0,17,2,0,Normal
140.0,Artvin,Hopa,Diğer,3700000,3.0,1.0,17,1,0,Normal
125.0,Artvin,Merkez,Köyler,2800000,3.0,1.0,18,1,0,Normal
85.0,Artvin,Şavşat,Veliköy,2900000,2.0,1.0,4,0,0,Normal
145.0,Artvin,Arhavi,Diğer,3700000,3.0,1.0,6,2,0,Normal
135.0,Artvin,Merkez,Köyler,2350000,3.0,1.0,28,2,0,Normal
147.0,Artvin,Kemalpaşa,Merkez,4900000,3.0,1.0,3,2,1,Normal
165.0,Artvin,Hopa,Diğer,3400000,3.0,1.0,20,2,1,Normal
60.0,Artvin,Arhavi,Diğer,1790000,1.0,1.0,1,0,1,Normal
112.0,Artvin,Merkez,Ardahan,2250000,2.0,1.0,25,2,0,Normal
100.0,Artvin,Arhavi,Diğer,520000,2.0,1.0,28,1,0,Normal
140.0,Artvin,Hopa,Diğer,4900000,3.0,1.0,0,1,0,Normal
160.0,Artvin,Borçka,Diğer,3000000,3.0,1.0,16,1,0,Normal
110.0,Artvin,Merkez,Artvin,3650000,3.0,1.0,2,1,0,Normal
95.0,Artvin,Merkez,Kepez,2250000,2.0,1.0,15,1,0,Normal
200.0,Artvin,Merkez,Gebeli/Aslanlar,6250000,5.0,1.0,0,2,1,Dubleks
140.0,Artvin,Merkez,Köyler,2900000,3.0,1.0,21,2,0,Normal
148.0,Artvin,Kemalpaşa,Merkez,4500000,3.0,1.0,9,1,1,Normal
90.0,Artvin,Şavşat,Veliköy,2400000,2.0,1.0,18,0,0,Normal
150.0,Artvin,Hopa,Diğer,2900000,3.0,1.0,28,2,0,Normal
258.0,Artvin,Arhavi,Diğer,3200000,4.0,2.0,30,1,0,Normal
110.0,Artvin,Merkez,Artvin,3250000,3.0,1.0,4,1,1,Normal
130.0,Artvin,Şavşat,Veliköy,3800000,3.0,1.0,18,0,0,Normal
150.0,Artvin,Merkez,Artvin,4370000,3.0,1.0,10,1,1,Normal
65.0,Artvin,Hopa,Diğer,750000,2.0,1.0,30,0,0,Normal
65.0,Artvin,Hopa,Diğer,3100000,1.0,1.0,0,0,1,Normal
110.0,Artvin,Merkez,Köyler,2100000,2.0,1.0,21,0,0,Normal
104.0,Artvin,Şavşat,Veliköy,3300000,2.5,1.0,11,2,1,Normal
145.0,Artvin,Hopa,Diğer,4000000,3.0,1.0,12,3,1,Normal
145.0,Artvin,Kemalpaşa,Merkez,3850000,3.0,1.0,16,1,0,Normal
130.0,Artvin,Hopa,Diğer,3650000,2.0,1.0,13,0,0,Normal
90.0,Artvin,Borçka,Diğer,750000,2.0,1.0,30,1,0,Normal
65.0,Artvin,Arhavi,Diğer,895000,2.0,1.0,30,1,0,Normal
145.0,Artvin,Hopa,Diğer,6200000,3.0,1.0,2,2,1,Normal
120.0,Artvin,Merkez,Eşrefpaşa,3750000,3.0,1.0,2,0,0,Normal
130.0,Artvin,Yusufeli,Diğer,3000000,3.0,1.0,17,1,0,Normal
135.0,Artvin,Arhavi,Diğer,3375000,3.0,1.0,4,2,0,Normal
150.0,Artvin,Ardanuç,Köyler,4300000,3.0,1.0,0,1,1,Normal
130.0,Artvin,Hopa,Diğer,2750000,3.0,1.0,21,1,0,Normal
110.0,Artvin,Arhavi,Diğer,1790000,3.0,1.0,23,0,0,Normal
136.0,Artvin,Hopa,Diğer,3600000,3.0,1.0,11,2,0,Normal
150.0,Artvin,Hopa,Diğer,4200000,3.0,1.0,17,1,0,Normal
140.0,Artvin,Kemalpaşa,Merkez,3250000,3.0,1.0,12,2,0,Normal
135.0,Artvin,Borçka,Diğer,2800000,3.0,1.0,16,2,0,Normal
118.0,Artvin,Merkez,Yunusemre,3660000,3.0,1.0,1,1,0,Normal
160.0,Artvin,Hopa,Diğer,3800000,3.0,1.0,23,2,0,Normal
145.0,Artvin,Borçka,Diğer,1980000,3.0,1.0,26,2,0,Normal
60.0,Artvin,Arhavi,Diğer,1745000,1.0,1.0,0,0,0,Normal
145.0,Artvin,Arhavi,Diğer,1800000,3.0,1.0,30,2,0,Normal
130.0,Artvin,Şavşat,Veliköy,4400000,3.0,1.0,5,2,1,Normal
60.0,Artvin,Hopa,Diğer,1790000,1.0,1.0,6,0,0,Normal
120.0,Artvin,Borçka,Diğer,3250000,3.0,1.0,1,1,0,Normal
120.0,Artvin,Hopa,Diğer,3400000,2.0,1.0,16,1,1,Normal
60.0,Artvin,Arhavi,Diğer,1825000,1.0,1.0,3,0,1,Normal
120.0,Artvin,Merkez,Kilis,3950000,3.0,1.0,1,1,1,Normal
270.0,Artvin,Merkez,Cevatpaşa,6250000,6.0,1.0,11,1,0,Tripleks
127.0,Artvin,Arhavi,Diğer,1350000,3.0,1.0,28,2,0,Normal
130.0,Artvin,Şavşat,Veliköy,3500000,3.0,1.0,13,1,1,Normal
60.0,Artvin,Şavşat,Veliköy,1050000,1.0,1.0,30,0,0,Normal
145.0,Artvin,Borçka,Diğer,1100000,3.0,1.0,29,1,1,Normal
110.0,Artvin,Merkez,Artvin,3500000,2.0,1.0,2,1,0,Normal
149.0,Artvin,Merkez,Artvin,3750000,3.0,1.0,12,1,0,Normal
130.0,Artvin,Merkez,Artvin,4490000,3.0,1.0,2,2,1,Normal
147.0,Artvin,Hopa,Diğer,5250000,3.0,1.0,0,2,1,Normal
90.0,Artvin,Merkez,Fatih,2400000,2.0,1.0,4,1,0,Normal
110.0,Artvin,Arhavi,Diğer,2650000,2.0,1.0,8,2,1,Normal
130.0,Artvin,Şavşat,Veliköy,3500000,3.0,1.0,16,1,1,Normal
70.0,Artvin,Merkez,Konuralp,1980000,1.0,1.0,4,0,1,Normal
165.0,Artvin,Hopa,Diğer,4400000,3.0,1.0,17,1,1,Normal
60.0,Artvin,Arhavi,Diğer,1650000,1.0,1.0,2,0,0,Normal
156.0,Artvin,Arhavi,Diğer,2250000,3.0,1.0,28,2,0,Normal
55.0,Artvin,Arhavi,Diğer,1725000,1.0,1.0,1,0,0,Normal
170.0,Artvin,Arhavi,Diğer,2650000,4.0,2.0,23,2,0,Dubleks
130.0,Artvin,Arhavi,Diğer,3500000,3.0,1.0,3,1,1,Normal
200.0,Artvin,Arhavi,Diğer,3350000,4.0,1.0,24,1,1,Dubleks
150.0,Artvin,Arhavi,Diğer,3400000,3.0,1.0,4,2,0,Normal
1.45,Artvin,Arhavi,Diğer,2275000,3.0,1.0,0,0,1,Normal
140.0,Artvin,Hopa,Diğer,3550000,3.0,1.0,12,1,0,Normal
55.0,Artvin,Arhavi,Diğer,1775000,1.0,1.0,0,0,0,Normal
118.0,Artvin,Arhavi,Diğer,1950000,3.0,1.0,20,1,0,Normal
300.0,Artvin,Hopa,Diğer,9700000,5.0,2.0,7,2,1,Tripleks
110.0,Artvin,Arhavi,Diğer,2000000,3.0,1.0,21,1,1,Normal
110.0,Artvin,Arhavi,Diğer,2650000,2.0,1.0,10,2,0,Normal
180.0,Artvin,Hopa,Diğer,2200000,3.0,1.0,29,2,0,Normal
170.0,Artvin,Hopa,Diğer,2650000,4.0,2.0,26,2,0,Dubleks
500.0,Artvin,Kemalpaşa,Merkez,9700000,0.0,0.0,21,0,0,Tripleks
155.0,Artvin,Şavşat,Veliköy,2100000,2.0,1.0,26,2,0,Normal
135.0,Artvin,Merkez,Artvin,3420000,3.0,1.0,10,2,0,Normal
150.0,Artvin,Arhavi,Diğer,2800000,3.0,1.0,16,2,0,Normal
185.0,Artvin,Hopa,Diğer,8500000,4.0,1.0,2,1,1,Dubleks
135.0,Artvin,Kemalpaşa,Merkez,2650000,3.0,1.0,19,2,1,Normal
100.0,Artvin,Arhavi,Diğer,1990000,3.0,1.0,13,2,0,Normal
135.0,Artvin,Arhavi,Diğer,3350000,3.0,1.0,4,2,0,Normal
120.0,Artvin,Arhavi,Diğer,2600000,2.0,1.0,15,1,1,Normal
115.0,Artvin,Hopa,Diğer,2500000,3.0,1.0,25,1,0,Normal
150.0,Artvin,Hopa,Diğer,1111111,3.0,1.0,30,2,0,Normal
140.0,Artvin,Hopa,Diğer,4250000,3.0,1.0,10,1,1,Normal
135.0,Artvin,Arhavi,Diğer,3050000,3.0,1.0,10,1,0,Normal
170.0,Artvin,Hopa,Diğer,4200000,3.0,2.0,14,2,0,Dubleks
180.0,Artvin,Arhavi,Diğer,3640000,6.0,1.0,13,2,0,Dubleks
300.0,Artvin,Hopa,Diğer,5850000,5.0,2.0,28,3,0,Tripleks
185.0,Artvin,Arhavi,Diğer,3500000,4.0,2.0,13,2,0,Normal
138.0,Artvin,Kemalpaşa,Merkez,1575000,3.0,1.0,29,2,0,Normal
130.0,Artvin,Hopa,Diğer,2300000,3.0,1.0,26,1,0,Normal
140.0,Artvin,Arhavi,Diğer,1800000,3.0,1.0,29,1,0,Normal
140.0,Artvin,Merkez,Artvin,3500000,3.0,1.0,14,2,0,Normal
140.0,Artvin,Hopa,Diğer,4750000,3.0,1.0,7,1,0,Normal
115.0,Artvin,Arhavi,Diğer,3300000,2.0,1.0,0,1,1,Normal
130.0,Artvin,Arhavi,Diğer,2500000,3.0,1.0,12,2,0,Normal
115.0,Artvin,Kemalpaşa,Merkez,1250000,3.0,1.0,28,1,0,Normal
135.0,Artvin,Hopa,Diğer,1350000,3.0,1.0,30,1,0,Normal
170.0,Artvin,Hopa,Diğer,4000000,3.0,1.0,21,1,1,Normal
120.0,Artvin,Arhavi,Diğer,2825000,2.0,1.0,5,0,1,Normal
140.0,Artvin,Arhavi,Diğer,2450000,3.0,1.0,21,1,0,Normal
120.0,Artvin,Arhavi,Diğer,1750000,3.0,1.0,30,1,0,Normal
115.0,Artvin,Kemalpaşa,Merkez,1150000,3.0,1.0,29,2,0,Normal
155.0,Artvin,Arhavi,Diğer,4250000,3.0,1.0,3,1,1,Normal
125.0,Artvin,Hopa,Diğer,2450000,3.0,1.0,30,1,1,Normal
140.0,Artvin,Arhavi,Diğer,3150000,3.0,1.0,7,2,0,Normal
130.0,Artvin,Kemalpaşa,Merkez,3200000,3.0,1.0,11,1,1,Normal
240.0,Artvin,Arhavi,Diğer,2650000,5.0,2.0,29,1,0,Dubleks
100.0,Artvin,Arhavi,Diğer,2390000,2.0,1.0,7,1,1,Normal
155.0,Artvin,Arhavi,Diğer,2250000,4.0,1.0,29,2,0,Normal
115.0,Artvin,Kemalpaşa,Merkez,1150000,3.0,1.0,29,1,0,Normal
140.0,Artvin,Hopa,Diğer,5500000,3.0,1.0,2,2,1,Normal
180.0,Artvin,Hopa,Diğer,6400000,3.0,1.0,1,1,1,Dubleks
135.0,Artvin,Merkez,Artvin,3520000,3.0,1.0,6,1,1,Normal
130.0,Artvin,Hopa,Diğer,2299000,3.0,1.0,27,2,1,Normal
150.0,Artvin,Arhavi,Diğer,3750000,3.0,1.0,5,1,0,Normal
140.0,Artvin,Hopa,Diğer,6000000,3.0,1.0,1,2,1,Normal
150.0,Artvin,Arhavi,Diğer,3650000,3.0,1.0,5,3,0,Normal
86.0,Artvin,Kemalpaşa,Merkez,2500000,2.0,1.0,5,2,0,Normal
100.0,Artvin,Arhavi,Diğer,1350000,3.0,1.0,29,1,0,Normal
130.0,Artvin,Hopa,Diğer,2325000,2.0,1.0,29,1,0,Normal
98.0,Artvin,Ardanuç,Köyler,1000000,2.0,1.0,29,1,0,Normal
130.0,Artvin,Arhavi,Diğer,2200000,2.0,1.0,20,1,1,Normal
190.0,Artvin,Hopa,Diğer,5250000,3.0,1.0,16,2,0,Dubleks
160.0,Artvin,Arhavi,Diğer,2485000,3.0,1.0,22,1,0,Normal
100.0,Artvin,Arhavi,Diğer,1250000,3.0,1.0,28,1,0,Normal
115.0,Artvin,Kemalpaşa,Merkez,925000,3.0,1.0,29,0,0,Normal
140.0,Artvin,Arhavi,Diğer,3350000,3.0,1.0,6,1,0,Normal
160.0,Artvin,Arhavi,Diğer,3700000,3.0,1.0,8,1,0,Normal
130.0,Artvin,Hopa,Diğer,1750000,3.0,1.0,28,2,1,Normal
137.0,Artvin,Arhavi,Diğer,3690000,3.0,1.0,2,1,1,Normal
135.0,Artvin,Arhavi,Diğer,3250000,3.0,1.0,4,1,0,Normal
280.0,Artvin,Merkez,Bayburt,6500000,6.0,1.0,17,3,0,Dubleks
100.0,Artvin,Merkez,Yunusemre,2680000,2.0,1.0,10,1,1,Normal
130.0,Artvin,Merkez,Artvin,2180000,3.0,1.0,30,2,0,Normal
160.0,Artvin,Hopa,Diğer,3500000,3.0,1.0,24,2,0,Normal
140.0,Artvin,Hopa,Diğer,3749000,3.0,1.0,15,2,0,Normal
100.0,Artvin,Hopa,Diğer,3198000,2.0,1.0,9,2,0,Normal
90.0,Artvin,Kemalpaşa,Merkez,2700000,2.0,1.0,9,1,1,Normal
130.0,Artvin,Hopa,Diğer,5500000,3.0,1.0,1,2,1,Normal
135.0,Artvin,Kemalpaşa,Merkez,2950000,3.0,1.0,25,2,0,Normal
120.0,Artvin,Arhavi,Diğer,2095000,3.0,1.0,21,1,0,Normal
150.0,Artvin,Arhavi,Diğer,3050000,3.0,1.0,16,2,0,Normal
65.0,Artvin,Ardanuç,Köyler,1200000,2.0,1.0,6,1,0,Normal
115.0,Artvin,Merkez,Artvin,3200000,3.0,1.0,7,1,1,Normal
145.0,Artvin,Arhavi,Diğer,1675000,3.0,1.0,26,1,0,Normal
180.0,Artvin,Hopa,Diğer,4650000,3.0,1.0,14,2,0,Dubleks
140.0,Artvin,Hopa,Diğer,3750000,3.0,1.0,15,1,0,Normal
165.0,Artvin,Hopa,Diğer,3200000,3.0,1.0,28,1,1,Normal
125.0,Artvin,Kemalpaşa,Merkez,1750000,3.0,1.0,29,2,0,Normal
50.0,Artvin,Kemalpaşa,Merkez,1999000,1.0,1.0,0,0,1,Normal
160.0,Artvin,Arhavi,Diğer,4500000,3.0,1.0,2,2,1,Normal
140.0,Artvin,Merkez,Artvin,3750000,3.0,1.0,10,1,0,Normal
90.0,Artvin,Ardanuç,Köyler,1400000,2.0,1.0,12,1,0,Normal
180.0,Artvin,Hopa,Diğer,6500000,3.0,1.0,3,1,0,Dubleks
125.0,Artvin,Arhavi,Diğer,2350000,3.0,1.0,16,1,1,Normal
130.0,Artvin,Hopa,Diğer,1800000,3.0,1.0,29,2,0,Normal
300.0,Artvin,Hopa,Diğer,5950000,5.0,1.0,26,2,0,Tripleks
130.0,Artvin,Hopa,Diğer,3100000,3.0,1.0,19,0,0,Normal
140.0,Artvin,Arhavi,Diğer,3500000,3.0,1.0,7,1,1,Normal
105.0,Artvin,Arhavi,Diğer,540000,3.0,1.0,27,2,0,Normal
145.0,Artvin,Arhavi,Diğer,3500000,3.0,1.0,8,1,0,Normal
125.0,Artvin,Arhavi,Diğer,2000000,2.0,1.0,20,2,1,Normal
145.0,Artvin,Arhavi,Diğer,3550000,3.0,1.0,9,3,0,Normal
130.0,Artvin,Hopa,Diğer,2300000,2.0,1.0,29,2,0,Normal
160.0,Artvin,Arhavi,Diğer,540000,2.0,1.0,30,1,0,Normal
190.0,Artvin,Hopa,Diğer,4500000,3.0,1.0,25,1,0,Dubleks
140.0,Artvin,Arhavi,Diğer,4150000,3.0,1.0,1,1,1,Normal
85.0,Artvin,Hopa,Diğer,2100000,2.0,1.0,17,1,0,Normal
140.0,Artvin,Hopa,Diğer,4400000,3.0,1.0,4,2,1,Normal
160.0,Artvin,Arhavi,Diğer,2500000,2.0,1.0,25,1,0,Normal
190.0,Artvin,Hopa,Diğer,5500000,3.0,1.0,17,2,0,Normal
145.0,Artvin,Arhavi,Diğer,2500000,3.0,1.0,20,2,0,Normal
137.0,Artvin,Kemalpaşa,Merkez,3800000,3.0,1.0,9,1,1,Normal
122.0,Artvin,Kemalpaşa,Merkez,2850000,3.0,1.0,17,1,0,Normal
125.0,Artvin,Arhavi,Diğer,1780000,3.0,1.0,27,1,0,Normal
190.0,Artvin,Hopa,Diğer,7000000,3.0,1.0,0,1,1,Normal
110.0,Artvin,Borçka,Diğer,1296000,3.0,1.0,28,2,0,Normal
130.0,Artvin,Hopa,Diğer,2365000,2.0,1.0,30,1,0,Normal
125.0,Artvin,Kemalpaşa,Merkez,3600000,3.0,1.0,4,1,1,Normal
120.0,Artvin,Arhavi,Diğer,2250000,3.0,1.0,11,1,0,Normal
146.0,Artvin,Arhavi,Diğer,3050000,3.0,1.0,15,1,0,Normal
135.0,Artvin,Hopa,Diğer,2050000,3.0,1.0,28,3,0,Normal
260.0,Artvin,Hopa,Diğer,4200000,4.0,2.0,29,1,0,Dubleks
55.0,Artvin,Arhavi,Diğer,1400000,1.0,1.0,7,0,1,Normal
130.0,Artvin,Merkez,Artvin,2800000,3.0,1.0,15,1,1,Normal
135.0,Artvin,Arhavi,Diğer,2200000,3.0,1.0,25,2,0,Normal
140.0,Artvin,Arhavi,Diğer,2350000,3.0,1.0,25,1,0,Normal
165.0,Artvin,Hopa,Diğer,3700000,3.0,1.0,24,2,0,Normal
127.0,Artvin,Borçka,Diğer,2800000,3.0,1.0,10,0,0,Normal
110.0,Artvin,Hopa,Diğer,2650000,1.0,1.0,13,0,1,Normal
150.0,Artvin,Arhavi,Diğer,3650000,3.0,1.0,4,2,0,Normal
300.0,Artvin,Arhavi,Diğer,5500000,5.0,2.0,18,1,1,Tripleks
130.0,Artvin,Arhavi,Diğer,2500000,3.0,1.0,18,0,0,Normal
110.0,Artvin,Arhavi,Diğer,1325000,2.0,1.0,30,2,1,Normal
125.0,Artvin,Arhavi,Diğer,2375000,2.0,1.0,16,2,0,Normal
130.0,Artvin,Merkez,Artvin,2390000,3.0,1.0,21,1,0,Normal
125.0,Artvin,Arhavi,Diğer,3350000,3.0,1.0,0,0,1,Normal
135.0,Artvin,Arhavi,Diğer,1950000,3.0,1.0,30,1,0,Normal
55.0,Artvin,Hopa,Diğer,1650000,1.0,1.0,9,1,1,Normal
50.0,Artvin,Kemalpaşa,Merkez,1800000,1.0,1.0,0,0,0,Normal
110.0,Artvin,Hopa,Diğer,3200000,3.0,1.0,16,0,0,Normal
160.0,Artvin,Hopa,Diğer,2500000,3.0,1.0,29,1,0,Normal
110.0,Artvin,Arhavi,Diğer,1740000,3.0,1.0,21,2,0,Normal
100.0,Artvin,Arhavi,Diğer,2650000,2.0,1.0,3,1,0,Normal
60.0,Artvin,Hopa,Diğer,1990000,1.0,1.0,9,0,1,Normal
155.0,Artvin,Arhavi,Diğer,3850000,3.0,1.0,8,1,0,Normal
135.0,Artvin,Hopa,Diğer,3990000,3.0,1.0,4,1,0,Normal
135.0,Artvin,Arhavi,Diğer,2595000,3.0,1.0,15,2,0,Normal
135.0,Artvin,Kemalpaşa,Merkez,1725000,3.0,1.0,29,1,0,Normal
105.0,Artvin,Borçka,Diğer,1950000,3.0,1.0,15,1,1,Normal
130.0,Artvin,Kemalpaşa,Merkez,3300000,3.0,1.0,14,1,0,Normal
125.0,Artvin,Kemalpaşa,Merkez,1650000,3.0,1.0,29,2,0,Normal
270.0,Artvin,Hopa,Diğer,4050000,4.0,2.0,28,1,1,Dubleks
117.0,Artvin,Merkez,Kilis,3850000,3.0,1.0,0,2,0,Normal
135.0,Artvin,Arhavi,Diğer,1780000,3.0,1.0,29,1,0,Normal
160.0,Artvin,Arhavi,Diğer,3300000,3.0,1.0,18,1,0,Normal
155.0,Artvin,Arhavi,Diğer,1650000,3.0,1.0,28,2,1,Normal
167.0,Artvin,Merkez,Artvin,6075000,6.0,2.0,3,1,0,Tripleks
130.0,Artvin,Arhavi,Diğer,1590000,3.0,1.0,27,1,0,Normal
160.0,Artvin,Hopa,Diğer,2690000,3.0,1.0,28,1,0,Normal
140.0,Artvin,Kemalpaşa,Merkez,3650000,3.0,1.0,17,1,0,Normal
130.0,Artvin,Arhavi,Diğer,2330000,3.0,1.0,25,1,0,Normal
165.0,Artvin,Arhavi,Diğer,8500000,3.0,1.0,3,2,0,Normal
63.0,Artvin,Hopa,Diğer,3000000,2.0,1.0,2,0,1,Normal
160.0,Artvin,Arhavi,Diğer,3700000,3.0,1.0,10,1,0,Normal
110.0,Artvin,Arhavi,Diğer,1665000,3.0,1.0,27,1,0,Normal
150.0,Artvin,Arhavi,Diğer,2000000,3.0,1.0,28,1,1,Normal
110.0,Artvin,Kemalpaşa,Merkez,2350000,2.0,1.0,23,2,0,Normal
135.0,Artvin,Arhavi,Diğer,949999,3.0,1.0,27,1,0,Normal
160.0,Artvin,Borçka,Diğer,2450000,3.0,1.0,24,1,0,Normal
185.0,Artvin,Hopa,Diğer,7000000,3.0,1.0,3,1,1,Normal
130.0,Artvin,Hopa,Diğer,1800000,3.0,1.0,28,1,0,Normal
132.0,Artvin,Merkez,Artvin,3750000,3.0,1.0,6,2,1,Normal
190.0,Artvin,Hopa,Diğer,3100000,3.0,1.0,27,2,0,Dubleks
150.0,Artvin,Hopa,Diğer,3550000,3.0,1.0,21,2,0,Normal
150.0,Artvin,Hopa,Diğer,3725000,3.0,1.0,18,1,0,Normal
140.0,Artvin,Arhavi,Diğer,2200000,3.0,1.0,25,1,0,Normal
149.0,Artvin,Arhavi,Diğer,3925000,3.0,1.0,1,1,0,Normal
100.0,Artvin,Arhavi,Diğer,2350000,2.0,1.0,6,2,1,Normal
125.0,Artvin,Hopa,Diğer,1480000,2.0,1.0,27,0,0,Normal
145.0,Artvin,Arhavi,Diğer,2800000,3.0,1.0,12,1,1,Normal
145.0,Artvin,Hopa,Diğer,3200000,3.0,1.0,23,2,0,Normal
300.0,Artvin,Arhavi,Diğer,6700000,6.0,2.0,9,2,1,Tripleks
130.0,Artvin,Arhavi,Diğer,2500000,3.0,1.0,18,1,1,Normal
127.0,Artvin,Merkez,Artvin,2180000,3.0,1.0,28,0,0,Normal
140.0,Artvin,Arhavi,Diğer,2590000,3.0,1.0,18,2,0,Normal
140.0,Artvin,Arhavi,Diğer,2950000,3.0,1.0,14,2,0,Normal
45.0,Artvin,Hopa,Diğer,1890000,1.0,1.0,3,0,1,Normal
110.0,Artvin,Arhavi,Diğer,2650000,2.0,1.0,8,1,0,Normal
60.0,Artvin,Hopa,Diğer,2600000,2.0,1.0,3,0,1,Normal
138.0,Artvin,Arhavi,Diğer,3590000,3.0,1.0,7,1,1,Normal
313.0,Artvin,Hopa,Diğer,1150000,3.0,1.0,30,1,0,Tripleks
160.0,Artvin,Arhavi,Diğer,3590000,3.0,1.0,4,2,0,Normal
138.0,Artvin,Arhavi,Diğer,3590000,3.0,1.0,9,1,1,Normal
130.0,Artvin,Arhavi,Diğer,2595000,3.0,1.0,16,1,1,Normal
140.0,Artvin,Hopa,Diğer,3650000,3.0,1.0,13,1,0,Normal
150.0,Artvin,Arhavi,Diğer,1560000,3.0,1.0,28,2,1,Normal
90.0,Artvin,Arhavi,Diğer,1390000,2.0,1.0,23,0,0,Normal
140.0,Artvin,Arhavi,Diğer,1615000,3.0,1.0,28,1,1,Normal
90.0,Artvin,Arhavi,Diğer,2470000,2.0,1.0,2,0,1,Normal
40.0,Artvin,Arhavi,Diğer,1050000,2.0,1.0,1,0,0,Normal
120.0,Artvin,Arhavi,Diğer,2390000,3.0,1.0,13,1,0,Normal
125.0,Artvin,Arhavi,Diğer,1600000,3.0,1.0,27,2,0,Normal
154.0,Artvin,Hopa,Diğer,3450000,3.0,1.0,19,2,0,Normal
100.0,Artvin,Hopa,Diğer,1600000,2.0,1.0,29,1,0,Normal
100.0,Artvin,Hopa,Diğer,2620000,2.0,1.0,18,2,0,Normal
110.0,Artvin,Hopa,Diğer,3050000,2.0,1.0,16,1,0,Normal
140.0,Artvin,Arhavi,Diğer,2190000,3.0,1.0,19,1,0,Normal
130.0,Artvin,Hopa,Diğer,1850000,3.0,1.0,30,2,0,Normal
155.0,Artvin,Hopa,Diğer,4990000,3.0,1.0,4,1,0,Normal
140.0,Artvin,Arhavi,Diğer,2190000,3.0,1.0,20,1,0,Normal
130.0,Artvin,Arhavi,Diğer,2100000,3.0,1.0,25,1,1,Normal
38.0,Artvin,Hopa,Diğer,1999000,1.0,1.0,1,0,1,Normal
35.0,Artvin,Hopa,Diğer,1450000,1.0,1.0,2,0,1,Normal
70.0,Artvin,Hopa,Diğer,2900000,2.0,1.0,0,1,1,Normal
155.0,Artvin,Arhavi,Diğer,1990000,3.0,1.0,29,2,0,Normal
125.0,Artvin,Hopa,Diğer,2350000,3.0,1.0,27,0,0,Normal
135.0,Artvin,Arhavi,Diğer,1750000,3.0,1.0,28,2,0,Normal
110.0,Artvin,Hopa,Diğer,3650000,3.0,1.0,5,1,1,Normal
115.0,Artvin,Arhavi,Diğer,2325000,2.0,1.0,13,1,0,Normal
100.0,Artvin,Arhavi,Diğer,1585000,2.0,1.0,20,2,0,Normal
237.0,Artvin,Arhavi,Diğer,2150000,4.0,2.0,28,2,0,Dubleks
150.0,Artvin,Arhavi,Diğer,3990000,3.0,1.0,0,2,1,Normal
300.0,Artvin,Arhavi,Diğer,4990000,5.0,2.0,24,2,0,Tripleks
145.0,Artvin,Arhavi,Diğer,3250000,3.0,1.0,6,1,0,Normal
120.0,Artvin,Arhavi,Diğer,1300000,3.0,1.0,29,1,0,Normal
150.0,Artvin,Arhavi,Diğer,3990000,3.0,1.0,1,1,0,Normal
